2025-05-06 12:42:07,21.8,1450,1
2025-05-06 12:43:07,21.8,1450,1
2025-05-06 12:44:07,21.8,1450,1
2025-05-06 12:45:07,21.8,1450,1
2025-05-06 12:46:07,21.8,1450,1
2025-05-06 12:47:07,36.8,1450,1
2025-05-06 12:48:07,36.8,1450,1
2025-05-06 12:49:07,36.8,1450,1
2025-05-06 12:50:07,36.8,1450,1
2025-05-06 12:51:07,36.8,1450,1
2025-05-06 12:52:07,36.8,1450,1
2025-05-06 12:53:07,36.8,1450,1
2025-05-06 12:54:07,16.8,1450,1
2025-05-06 12:55:07,16.8,1450,1
2025-05-06 12:56:07,16.8,1450,1
2025-05-06 12:57:07,16.8,1450,1
2025-05-06 12:58:07,16.8,1450,1
2025-05-06 12:59:07,16.8,1450,1
2025-05-06 13:00:07,16.8,1450,1
2025-05-06 13:01:07,16.8,1450,1
2025-05-06 13:02:07,16.8,1450,1
2025-05-06 13:03:07,16.8,1450,1
2025-05-06 13:04:07,16.8,1450,1
2025-05-06 13:05:07,16.8,1450,3
2025-05-06 13:06:07,16.8,1450,3
2025-05-06 13:07:07,16.8,1450,3
2025-05-06 13:08:07,16.8,1450,3
2025-05-06 13:09:07,16.8,1450,3
2025-05-06 13:10:07,16.8,1450,3
2025-05-06 13:11:07,16.8,1450,3
2025-05-06 13:12:07,16.8,1450,3
2025-05-06 13:13:07,16.8,1450,3
2025-05-06 13:14:07,16.8,1450,3
2025-05-06 13:15:07,16.8,1450,3
2025-05-06 13:16:07,16.8,1450,3
2025-05-06 13:17:07,16.8,1450,3
2025-05-06 13:18:07,16.8,1450,3
2025-05-06 13:19:07,16.8,1450,3
2025-05-06 13:20:07,16.8,1450,3
2025-05-06 13:21:07,16.8,1450,0
2025-05-06 13:22:07,16.8,1500,0
2025-05-06 13:23:07,16.8,1500,0
2025-05-06 13:24:07,16.8,1500,0
2025-05-06 13:25:07,16.8,1500,0
2025-05-06 13:26:07,16.8,1500,0
2025-05-06 13:27:07,16.8,1500,0
2025-05-06 13:28:07,16.8,1450,0
2025-05-06 13:29:07,28.2,1450,0
2025-05-06 13:30:07,28.2,1450,0
2025-05-06 13:31:07,28.2,1450,0
2025-05-06 13:32:07,28.2,1450,0
2025-05-06 13:33:07,28.2,1450,0
2025-05-06 13:34:07,28.2,1450,0
2025-05-06 13:35:07,28.2,1450,0
2025-05-06 13:36:07,28.2,1450,0
2025-05-06 13:37:07,28.2,1450,0
2025-05-06 13:39:07,28.2,1450,0
2025-05-06 13:40:07,28.2,1450,0
2025-05-06 13:41:07,28.2,1450,0
2025-05-06 13:42:07,28.2,1450,0
2025-05-06 13:43:07,28.2,1450,0
2025-05-06 13:44:07,28.2,1450,0
2025-05-06 13:45:07,28.2,1450,0
2025-05-06 13:46:07,17.2,1450,0
2025-05-06 13:47:07,17.2,1450,0
2025-05-06 15:17:47,16.8,1500,1
2025-05-06 15:18:47,16.8,1500,1
2025-05-06 15:19:47,16.8,1500,1
2025-05-06 15:20:47,16.8,1500,1
2025-05-06 15:21:47,16.8,1500,1
2025-05-06 15:22:47,16.8,1500,1
2025-05-06 15:23:47,16.8,1500,1
2025-05-06 15:24:47,16.8,1500,1
2025-05-06 15:25:47,16.8,1500,1
2025-05-06 15:28:50,32.2,1500,1
2025-05-06 15:29:50,32.2,1500,1
2025-05-06 15:30:50,32.2,1500,1
2025-05-06 15:31:50,32.2,1500,1
2025-05-06 15:33:13,15.2,1500,1
2025-05-06 15:34:13,15.2,1500,1
2025-05-06 15:35:13,15.2,1500,1
2025-05-06 15:36:10,21.5,1500,1
2025-05-06 15:37:10,21.5,1500,1
2025-05-06 15:38:10,27.3,1500,1
2025-05-06 15:39:18,27.3,1500,1
2025-05-06 15:52:39,19,1500,1
2025-05-06 15:53:39,19,1500,1
2025-05-06 15:54:39,19,1500,1
2025-05-06 15:55:39,19,1500,1
2025-05-06 15:56:39,19,1500,1
2025-05-06 15:57:39,19,1500,1
2025-05-06 15:58:39,19,1500,1
2025-05-06 15:59:39,19,1500,1
2025-05-06 16:00:39,19,1500,1
2025-05-06 16:01:39,19,1500,1
2025-05-06 16:02:27,27,1500,1
2025-05-06 16:03:27,27,1500,1
2025-05-06 16:04:27,27,1500,1
2025-05-06 16:05:27,27,1500,1
2025-05-06 16:06:27,27,1500,1  
2025-05-06 16:07:27,27,1500,1
2025-05-06 16:08:27,27,1500,1
2025-05-06 16:09:27,27,1500,1
2025-05-06 16:09:58,27,1500,1
2025-05-06 16:10:58,27,1500,1
2025-05-06 16:11:58,27,1500,1
2025-05-06 16:12:58,26,1500,1
2025-05-06 16:13:58,26,1500,1
2025-05-06 16:14:58,26,1500,1
2025-05-06 16:15:58,26,1500,1
2025-05-06 16:16:58,26,1500,1
2025-05-06 16:17:58,26,1500,1
2025-05-06 16:18:58,26,1500,1
2025-05-06 16:19:58,26,1500,1
2025-05-06 16:20:58,26,1500,1
2025-05-06 16:21:58,26,1500,1
2025-05-06 16:22:58,26,1500,1
2025-05-06 16:23:58,26,1500,1
2025-05-06 16:24:58,26,1500,1
2025-05-06 16:25:58,26,1500,1
2025-05-06 16:26:58,26,1500,1
2025-05-06 16:27:58,26,1500,1
2025-05-06 16:28:58,22,1500,1
2025-05-06 16:29:58,22,1500,1
2025-05-06 16:30:58,22,1500,1
2025-05-06 16:31:58,22,1500,1
2025-05-06 16:32:58,22,1500,1
2025-05-06 16:33:58,22,1500,1
2025-05-06 16:34:58,22,1500,1
2025-05-06 16:35:58,22,1500,1
2025-05-06 16:36:58,22,1500,1
2025-05-06 16:37:58,22,1500,1
2025-05-06 16:38:58,22,1500,1
2025-05-06 16:39:58,22,1500,1
2025-05-06 16:40:58,22,1500,1
2025-05-06 16:41:58,22,1500,1
2025-05-06 16:42:58,22,1500,1
2025-05-06 16:43:58,22,1500,1
2025-05-07 10:57:22,25,1700,1
2025-05-07 10:58:22,19,1550,1
2025-05-07 10:59:22,21,1650,0
2025-05-07 11:00:22,23,1750,1
2025-05-07 11:01:22,27,1800,0
2025-05-07 11:02:22,28,1900,1
2025-05-07 11:03:22,18,1500,1
2025-05-07 11:04:22,22,1600,0
2025-05-07 11:05:22,25,1700,1
2025-05-07 11:06:22,19,1550,1
2025-05-07 11:07:22,21,1650,0
2025-05-07 11:08:24,23,1750,1
2025-05-07 11:09:24,27,1800,0
2025-05-07 11:10:24,28,1900,1
2025-05-07 11:11:24,18,1500,1
2025-05-07 11:12:24,22,1600,0
2025-05-07 11:13:24,25,1700,1
2025-05-07 11:14:24,19,1550,1
2025-05-07 11:17:45,21,1550,1
2025-05-07 11:18:45,21,1650,0
2025-05-07 11:19:45,23,1750,1
2025-05-07 11:20:45,27,1800,0
2025-05-07 11:21:45,28,1900,1
2025-05-07 11:22:45,18,1500,1
2025-05-07 11:23:45,22,1600,0
2025-05-07 11:24:45,25,1700,1
2025-05-07 11:25:45,19,1550,1
2025-05-07 11:26:45,21,1650,0
2025-05-07 11:27:45,23,1750,1
2025-05-07 11:28:45,27,1800,0
2025-05-07 11:29:45,28,1900,1
2025-05-07 11:30:45,18,1500,1
2025-05-07 11:31:45,22,1600,0
2025-05-07 11:32:45,25,1700,1
2025-05-07 11:33:45,19,1550,1
2025-05-07 11:34:45,21,1650,0
2025-05-07 11:35:45,23,1750,1
2025-05-07 11:36:45,27,1800,0
2025-05-07 11:37:45,28,1900,1
2025-05-07 11:38:45,22,1600,0
2025-05-07 11:39:45,25,1700,1
2025-05-07 11:40:45,19,1550,1
2025-05-07 11:41:45,21,1650,0
2025-05-07 11:42:45,23,1750,1
2025-05-07 11:43:45,27,1800,0
2025-05-07 11:44:45,28,1900,1
2025-05-07 11:45:45,18,1500,1
2025-05-07 11:46:45,22,1600,0
2025-05-07 11:47:45,25,1700,1
2025-05-07 11:48:45,19,1550,1
2025-05-07 11:49:45,21,1650,0
2025-05-07 11:50:45,23,1750,1
2025-05-07 11:51:45,27,1800,0
2025-05-07 11:52:45,28,1900,1
2025-05-07 11:53:45,18,1500,1
2025-05-07 11:54:45,22,1600,0
2025-05-07 11:55:45,25,1700,1
2025-05-07 11:56:45,19,1550,1
2025-05-07 11:57:45,21,1650,0
2025-05-07 11:58:45,23,1750,1
2025-05-07 11:59:45,27,1800,0
2025-05-07 12:00:45,28,1900,1
2025-05-07 12:01:45,18,1500,1
2025-05-07 12:02:45,22,1600,0
2025-05-07 12:03:45,25,1700,1
2025-05-07 12:04:45,19,1550,1
2025-05-07 12:05:45,21,1650,0
2025-05-07 12:06:45,23,1750,1
2025-05-07 12:07:45,27,1800,0
2025-05-07 12:08:45,28,1900,1
2025-05-07 12:09:45,18,1500,1
2025-05-07 12:10:45,22,1600,0
2025-05-07 12:11:45,25,1700,1
2025-05-07 12:12:45,19,1550,1
2025-05-07 12:13:45,21,1650,0
2025-05-07 12:14:45,23,1750,1
2025-05-07 12:15:45,27,1800,0
2025-05-07 12:16:45,28,1900,1
2025-05-07 12:17:45,18,1500,1
2025-05-07 12:18:45,22,1600,0
2025-05-07 12:19:45,25,1700,1
2025-05-07 12:20:45,19,1550,1
2025-05-07 12:21:45,21,1650,0
2025-05-07 12:22:45,23,1750,1
2025-05-07 12:23:45,27,1800,0
2025-05-07 12:24:45,28,1900,1
2025-05-07 12:25:45,18,1500,1
2025-05-07 12:26:45,22,1600,0
2025-05-07 12:27:45,25,1700,1
2025-05-07 12:28:45,19,1550,1
2025-05-07 12:29:45,21,1650,0
2025-05-07 12:30:45,23,1750,1
2025-05-07 12:31:45,27,1800,0
2025-05-07 12:32:45,28,1900,1
2025-05-07 12:33:45,18,1500,1
2025-05-07 12:34:47,22,1600,0
2025-05-07 13:32:36,25,1700,1
2025-05-07 13:33:36,19,1550,1
2025-05-07 13:34:36,21,1650,0
2025-05-07 13:35:36,23,1750,1
2025-05-07 13:36:36,27,1800,0
2025-05-07 13:37:36,28,1900,1
2025-05-07 13:38:36,18,1500,1
2025-05-07 13:39:37,22,1600,0
2025-05-07 13:40:37,25,1700,1
2025-05-07 13:41:37,19,1550,1
