2025-05-06 15:20:00,1450
2025-05-06 15:21:00,1500
2025-05-06 15:22:00,1500
2025-05-06 15:23:00,1500
2025-05-06 15:24:00,1450
2025-05-06 15:25:00,1500

2025-05-07 10:47:13,1500
2025-05-07 10:48:13,1600
2025-05-07 10:49:13,1700
2025-05-07 10:50:13,1550
2025-05-07 10:51:13,1650
2025-05-07 10:52:13,1750
2025-05-07 10:53:13,1800
2025-05-07 10:54:43,1500
2025-05-07 10:55:43,1600
2025-05-07 10:56:43,1700
2025-05-07 10:57:43,1550
2025-05-07 10:58:43,1650
2025-05-07 10:59:43,1750
2025-05-07 11:00:43,1800
2025-05-07 11:01:43,1900
2025-05-07 11:02:43,1500
2025-05-07 11:03:43,1600
2025-05-07 11:04:43,1700
2025-05-07 11:05:43,1550
2025-05-07 11:06:43,1650
2025-05-07 11:07:43,1750
2025-05-07 11:08:44,1800
2025-05-07 11:09:45,1900
2025-05-07 11:10:45,1500
2025-05-07 11:11:45,1600
2025-05-07 11:12:45,1700
2025-05-07 11:13:45,1550
2025-05-07 11:14:45,1650
2025-05-07 11:18:45,1750
2025-05-07 11:19:45,1800
2025-05-07 11:20:45,1900
2025-05-07 11:21:45,1500
2025-05-07 11:22:45,1600
2025-05-07 11:23:45,1700
2025-05-07 11:24:45,1550
2025-05-07 11:25:45,1650
2025-05-07 11:26:45,1750
2025-05-07 11:27:45,1800
2025-05-07 11:28:45,1900
2025-05-07 11:29:45,1500
2025-05-07 11:30:45,1600
2025-05-07 11:31:45,1700
2025-05-07 11:32:45,1550
2025-05-07 11:33:45,1650
2025-05-07 11:34:45,1750
2025-05-07 11:35:45,1800
2025-05-07 11:36:45,1900
2025-05-07 11:37:45,1500
2025-05-07 11:38:45,1600
2025-05-07 11:39:45,1700
2025-05-07 11:40:45,1550
2025-05-07 11:41:45,1650
2025-05-07 11:42:45,1750
2025-05-07 11:43:45,1800
2025-05-07 11:44:45,1900
2025-05-07 11:45:45,1500
2025-05-07 11:46:45,1600
2025-05-07 11:47:45,1700
2025-05-07 11:48:45,1550
2025-05-07 11:49:45,1650
2025-05-07 11:50:45,1750
2025-05-07 11:51:45,1800
2025-05-07 11:52:45,1900
2025-05-07 11:53:45,1500
2025-05-07 11:54:45,1600
2025-05-07 11:55:45,1700
2025-05-07 11:56:45,1550
2025-05-07 11:57:45,1650
2025-05-07 11:58:45,1750
2025-05-07 11:59:45,1800
2025-05-07 12:00:45,1900
2025-05-07 12:01:45,1500
2025-05-07 12:02:45,1600
2025-05-07 12:03:45,1700
2025-05-07 12:04:45,1550
2025-05-07 12:05:45,1650
2025-05-07 12:06:45,1750
2025-05-07 12:07:45,1800
2025-05-07 12:08:45,1900
2025-05-07 12:09:45,1500
2025-05-07 12:10:45,1600
2025-05-07 12:11:45,1700
2025-05-07 12:12:45,1550
2025-05-07 12:13:45,1650
2025-05-07 12:14:45,1750
2025-05-07 12:15:45,1800
2025-05-07 12:16:45,1900
2025-05-07 12:17:45,1500
2025-05-07 12:18:45,1600
2025-05-07 12:19:45,1700
2025-05-07 12:20:45,1550
2025-05-07 12:21:45,1650
2025-05-07 12:22:45,1750
2025-05-07 12:23:45,1800
2025-05-07 12:24:45,1900
2025-05-07 12:25:45,1500
2025-05-07 12:26:45,1600
2025-05-07 12:27:45,1700
2025-05-07 12:28:45,1550
2025-05-07 12:29:45,1650
2025-05-07 12:30:45,1750
2025-05-07 12:31:45,1800
2025-05-07 12:32:45,1900
2025-05-07 12:33:45,1500
2025-05-07 12:34:45,1600
2025-05-07 13:32:35,1700
2025-05-07 13:33:35,1550
2025-05-07 13:34:35,1650
2025-05-07 13:35:35,1750
2025-05-07 13:36:35,1800
2025-05-07 13:37:35,1900
2025-05-07 13:38:35,1500
2025-05-07 13:39:35,1600
2025-05-07 13:40:35,1700
2025-05-07 13:41:35,1550
