2025-05-06 15:53:00,19
2025-05-06 15:53:00,20
2025-05-06 15:53:00,21
2025-05-06 15:53:00,22
2025-05-06 15:53:00,21
2025-05-06 15:53:00,22

2025-05-07 10:47:13,18
2025-05-07 10:48:13,22
2025-05-07 10:49:13,25
2025-05-07 10:50:13,19
2025-05-07 10:51:13,21
2025-05-07 10:52:13,23
2025-05-07 10:53:13,27
2025-05-07 10:54:43,18
2025-05-07 10:55:43,22
2025-05-07 10:56:43,25
2025-05-07 10:57:43,19
2025-05-07 10:58:43,21
2025-05-07 10:59:43,23
2025-05-07 11:00:43,27
2025-05-07 11:01:43,28
2025-05-07 11:02:43,18
2025-05-07 11:03:43,22
2025-05-07 11:04:43,25
2025-05-07 11:05:43,19
2025-05-07 11:06:43,21
2025-05-07 11:07:43,23
2025-05-07 11:08:44,27
2025-05-07 11:09:45,28
2025-05-07 11:10:45,18
2025-05-07 11:11:45,22
2025-05-07 11:12:45,25
2025-05-07 11:13:45,19
2025-05-07 11:14:45,21
2025-05-07 11:18:45,23
2025-05-07 11:19:45,27
2025-05-07 11:20:45,28
2025-05-07 11:21:45,18
2025-05-07 11:22:45,22
2025-05-07 11:23:45,25
2025-05-07 11:24:45,19
2025-05-07 11:25:45,21
2025-05-07 11:26:45,23
2025-05-07 11:27:45,27
2025-05-07 11:28:45,28
2025-05-07 11:29:45,18
2025-05-07 11:30:45,22
2025-05-07 11:31:45,25
2025-05-07 11:32:45,19
2025-05-07 11:33:45,21
2025-05-07 11:34:45,23
2025-05-07 11:35:45,27
2025-05-07 11:36:45,28
2025-05-07 11:37:45,18
2025-05-07 11:38:45,22
2025-05-07 11:39:45,25
2025-05-07 11:40:45,19
2025-05-07 11:41:45,21
2025-05-07 11:42:45,23
2025-05-07 11:43:45,27
2025-05-07 11:44:45,28
2025-05-07 11:45:45,18
2025-05-07 11:46:45,22
2025-05-07 11:47:45,25
2025-05-07 11:48:45,19
2025-05-07 11:49:45,21
2025-05-07 11:50:45,23
2025-05-07 11:51:45,27
2025-05-07 11:52:45,28
2025-05-07 11:53:45,18
2025-05-07 11:54:45,22
2025-05-07 11:55:45,25
2025-05-07 11:56:45,19
2025-05-07 11:57:45,21
2025-05-07 11:58:45,23
2025-05-07 11:59:45,27
2025-05-07 12:00:45,28
2025-05-07 12:01:45,18
2025-05-07 12:02:45,22
2025-05-07 12:03:45,25
2025-05-07 12:04:45,19
2025-05-07 12:05:45,21
2025-05-07 12:06:45,23
2025-05-07 12:07:45,27
2025-05-07 12:08:45,28
2025-05-07 12:09:45,18
2025-05-07 12:10:45,22
2025-05-07 12:11:45,25
2025-05-07 12:12:45,19
2025-05-07 12:13:45,21
2025-05-07 12:14:45,23
2025-05-07 12:15:45,27
2025-05-07 12:16:45,28
2025-05-07 12:17:45,18
2025-05-07 12:18:45,22
2025-05-07 12:19:45,25
2025-05-07 12:20:45,19
2025-05-07 12:21:45,21
2025-05-07 12:22:45,23
2025-05-07 12:23:45,27
2025-05-07 12:24:45,28
2025-05-07 12:25:45,18
2025-05-07 12:26:45,22
2025-05-07 12:27:45,25
2025-05-07 12:28:45,19
2025-05-07 12:29:45,21
2025-05-07 12:30:45,23
2025-05-07 12:31:45,27
2025-05-07 12:32:45,28
2025-05-07 12:33:45,18
2025-05-07 12:34:45,22
2025-05-07 13:32:35,25
2025-05-07 13:33:35,19
2025-05-07 13:34:35,21
2025-05-07 13:35:35,23
2025-05-07 13:36:35,27
2025-05-07 13:37:35,28
2025-05-07 13:38:35,18
2025-05-07 13:39:35,22
2025-05-07 13:40:35,25
2025-05-07 13:41:35,19
